Kecamatan;URL; Price ;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Sertifikat;Daya Listrik;Ruang Makan;Ruang Tamu;Kondisi Perabotan;Jumlah Lantai;Hadap;Terjangkau Internet;Lebar Jalan;Sumber Air;Hook;Kondisi Properti;ID Iklan
wiyung;https://www.rumah123.com/properti/surabaya/hos15274137/; 1.100.000.000 ;3;1;90;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;;Tidak;Bagus;hos15274137
wiyung;https://www.rumah123.com/properti/surabaya/hos15242754/; 1.100.000.000 ;2;2;90;96;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15242754
wiyung;https://www.rumah123.com/properti/surabaya/hos14874741/; 1.100.000.000 ;2;1;90;115;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14874741
wiyung;https://www.rumah123.com/properti/surabaya/hos14749712/; 1.100.000.000 ;3;1;90;120;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;;Tidak;Bagus;hos14749712
sukolilo;https://www.rumah123.com/properti/surabaya/hos14924405/; 1.100.000.000 ;3;1;91;60;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;;PAM atau PDAM;Tidak;Sudah Renovasi;hos14924405
tambaksari;https://www.rumah123.com/properti/surabaya/hos13670685/; 1.100.000.000 ;2;1;91;70;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;Timur;Tidak;;;Tidak;Bagus;hos13670685
tambaksari;https://www.rumah123.com/properti/surabaya/hos12237087/; 1.100.000.000 ;3;3;92;130;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;2;Selatan;Tidak;2 Mobil;PAM atau PDAM;Tidak;Baru;hos12237087
tambaksari;https://www.rumah123.com/properti/surabaya/hos13469369/; 1.100.000.000 ;3;4;94;125;SHM - Sertifikat Hak Milik;1300;Tidak;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos13469369
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos14695247/; 1.100.000.000 ;4;2;96;96;SHM - Sertifikat Hak Milik;2200;Tidak;Ya;Unfurnished;1;Timur;Ya;1 Mobil;PAM atau PDAM;Ya;Bagus;hos14695247
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos12855016/; 1.100.000.000 ;5;1;96;110;SHM - Sertifikat Hak Milik;900;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos12855016
sukolilo;https://www.rumah123.com/properti/surabaya/hos13953636/; 1.100.000.000 ;2;1;96;70;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;1;;;;;;Bagus;hos13953636
sukolilo;https://www.rumah123.com/properti/surabaya/hos13841659/; 1.100.000.000 ;2;1;96;70;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos13841659
tambaksari;https://www.rumah123.com/properti/surabaya/hos13835825/; 1.100.000.000 ;2;1;96;96;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;Timur;Tidak;;PAM atau PDAM;Tidak;Bagus;hos13835825
wiyung;https://www.rumah123.com/properti/surabaya/hos7592085/; 1.100.000.000 ;3;1;96;96;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;1;;;;;;Bagus;hos7592085
rungkut;https://www.rumah123.com/properti/surabaya/hos14726931/; 1.100.000.000 ;4;3;100;125;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;;hos14726931
wonocolo;https://www.rumah123.com/properti/surabaya/hos15387481/; 1.100.000.000 ;3;2;102;134;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15387481
wonocolo;https://www.rumah123.com/properti/surabaya/hos13868457/; 1.100.000.000 ;2;2;102;90;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;1;;Ya;1 Mobil;PAM atau PDAM;Tidak;Bagus;hos13868457
wonocolo;https://www.rumah123.com/properti/surabaya/hos12215311/; 1.100.000.000 ;2;2;102;90;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos12215311
pakal;https://www.rumah123.com/properti/surabaya/hos15129957/; 1.100.000.000 ;3;1;105;95;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15129957
pakal;https://www.rumah123.com/properti/surabaya/hos14862411/; 1.100.000.000 ;3;1;105;95;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;;Tidak;Unfurnished;hos14862411
pakal;https://www.rumah123.com/properti/surabaya/hos14832646/; 1.100.000.000 ;3;1;105;95;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14832646
pakal;https://www.rumah123.com/properti/surabaya/hos14809119/; 1.100.000.000 ;3;1;105;95;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14809119
pakal;https://www.rumah123.com/properti/surabaya/hos14650736/; 1.100.000.000 ;3;1;105;95;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;;PAM atau PDAM;Tidak;Bagus;hos14650736
rungkut;https://www.rumah123.com/properti/surabaya/hos15133803/; 1.100.000.000 ;2;1;105;90;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi;hos15133803
rungkut;https://www.rumah123.com/properti/surabaya/hos14852374/; 1.100.000.000 ;2;1;105;90;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi;hos14852374
pakal;https://www.rumah123.com/properti/surabaya/hos14652199/; 1.100.000.000 ;3;1;108;95;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;PAM atau PDAM;Tidak;Baru;hos14652199
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos13340828/; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi;hos13340828
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos13340826/; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi;hos13340826
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos13340824/; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi;hos13340824
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos13340822/; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi;hos13340822
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos13340821/; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi;hos13340821
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos13340820/; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi;hos13340820
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos13340818/; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi;hos13340818
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos13340816/; 1.100.000.000 ;2;2;108;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;;Tidak;Butuh Renovasi;hos13340816
benowo;https://www.rumah123.com/properti/surabaya/hos10179889/; 1.100.000.000 ;4;3;119;200;SHM - Sertifikat Hak Milik;;;;Unfurnished;2;Barat;;;;;Bagus Sekali;hos10179889
tambaksari;https://www.rumah123.com/properti/surabaya/hos14185448/; 1.100.000.000 ;3;2;119;70;SHM - Sertifikat Hak Milik;1300;;Ya;Unfurnished;1;Barat;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos14185448
wiyung;https://www.rumah123.com/properti/surabaya/hos11075846/; 1.100.000.000 ;3;1;119;100;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Bagus;hos11075846
benowo;https://www.rumah123.com/properti/surabaya/hos11406452/; 1.100.000.000 ;3;2;120;120;HGB - Hak Guna Bangunan;1300;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos11406452
pakal;https://www.rumah123.com/properti/surabaya/hos6107534/; 1.100.000.000 ;3;1;120;60;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;1;;;;;;Bagus;hos6107534
rungkut;https://www.rumah123.com/properti/surabaya/hos14970715/; 1.100.000.000 ;4;2;120;67;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Baru;hos14970715
tambaksari;https://www.rumah123.com/properti/surabaya/hos13602822/; 1.100.000.000 ;2;2;130;130;Lainnya (PPJB,Girik,Adat,dll);4400;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos13602822
tambaksari;https://www.rumah123.com/properti/surabaya/hos12906602/; 1.100.000.000 ;3;2;130;130;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos12906602
tambaksari;https://www.rumah123.com/properti/surabaya/hos12775136/; 1.100.000.000 ;2;2;130;130;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos12775136
rungkut;https://www.rumah123.com/properti/surabaya/hos15361625/; 1.100.000.000 ;5;2;135;135;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus;hos15361625
rungkut;https://www.rumah123.com/properti/surabaya/hos15213623/; 1.100.000.000 ;5;2;135;135;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15213623
rungkut;https://www.rumah123.com/properti/surabaya/hos15190325/; 1.100.000.000 ;5;2;135;135;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15190325
rungkut;https://www.rumah123.com/properti/surabaya/hos15038322/; 1.100.000.000 ;5;2;135;135;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15038322
rungkut;https://www.rumah123.com/properti/surabaya/hos15022151/; 1.100.000.000 ;5;2;135;135;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus;hos15022151
rungkut;https://www.rumah123.com/properti/surabaya/hos15015541/; 1.100.000.000 ;5;2;135;135;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;2 Mobil;PAM atau PDAM;Ya;;hos15015541
sambikerep;https://www.rumah123.com/properti/surabaya/hos15087455/; 1.100.000.000 ;3;3;135;300;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15087455
sambikerep;https://www.rumah123.com/properti/surabaya/hos11357808/; 1.100.000.000 ;3;2;135;170;SHM - Sertifikat Hak Milik;1300;;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos11357808
tambaksari;https://www.rumah123.com/properti/surabaya/hos14750690/; 1.100.000.000 ;2;2;136;122;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Baru;hos14750690
tambaksari;https://www.rumah123.com/properti/surabaya/hos14868571/; 1.100.000.000 ;5;2;138;138;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14868571
rungkut;https://www.rumah123.com/properti/surabaya/hos15260149/; 1.100.000.000 ;2;1;140;120;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;;Tidak;2 Mobil;;Tidak;Bagus;hos15260149
rungkut;https://www.rumah123.com/properti/surabaya/hos14244635/; 1.100.000.000 ;2;2;140;120;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;2 Mobil;;Tidak;Butuh Renovasi;hos14244635
benowo;https://www.rumah123.com/properti/surabaya/hos11882511/; 1.100.000.000 ;7;8;148;275;SHM - Sertifikat Hak Milik;;Ya;Tidak;Unfurnished;2;;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos11882511
wonokromo;https://www.rumah123.com/properti/surabaya/hos14086550/; 1.100.000.000 ;4;1;148;125;SHM - Sertifikat Hak Milik;1300;;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14086550
wonokromo;https://www.rumah123.com/properti/surabaya/hos12751751/; 1.100.000.000 ;4;1;148;125;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Barat;Tidak;;PAM atau PDAM;Tidak;Bagus;hos12751751
rungkut;https://www.rumah123.com/properti/surabaya/hos14478754/; 1.100.000.000 ;3;1;150;100;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14478754
benowo;https://www.rumah123.com/properti/surabaya/hos15198527/; 1.100.000.000 ;5;2;160;75;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15198527
wonokromo;https://www.rumah123.com/properti/surabaya/hos15397104/; 1.100.000.000 ;4;2;161;150;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;2;;;;;;Butuh Renovasi;hos15397104
kenjeran;https://www.rumah123.com/properti/surabaya/hos15120508/; 1.100.000.000 ;2;1;180;110;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;;hos15120508
pakal;https://www.rumah123.com/properti/surabaya/hos14650440/; 1.100.000.000 ;2;1;200;56;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Butuh Renovasi;hos14650440
rungkut;https://www.rumah123.com/properti/surabaya/hos15244686/; 1.100.000.000 ;3;2;200;150;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi;hos15244686
tambaksari;https://www.rumah123.com/properti/surabaya/hos15023050/; 1.100.000.000 ;3;2;200;160;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi;hos15023050
wiyung;https://www.rumah123.com/properti/surabaya/hos11270275/; 1.100.000.000 ;4;3;200;260;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos11270275
wiyung;https://www.rumah123.com/properti/surabaya/hos12799715/; 1.100.000.000 ;3;3;228;190;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi;hos12799715
lakarsantri;https://www.rumah123.com/properti/surabaya/hos11832767/; 1.100.000.000 ;4;1;386;386;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;Sumur Bor;Tidak;Butuh Renovasi;hos11832767
wiyung;https://www.rumah123.com/properti/surabaya/hos3189513/; 1.100.000.000 ;4;3;440;250;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;1;;;;;;Bagus;hos3189513
tandes;https://www.rumah123.com/properti/surabaya/hos13962019/; 1.220.000.000 ;2;2;72;70;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos13962019
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos10809539/; 1.240.000.000 ;3;2;120;96;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;Barat;Tidak;;;Tidak;Bagus;hos10809539
rungkut;https://www.rumah123.com/properti/surabaya/hos14988113/; 1.250.000.000 ;3;3;60;94;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Timur;Tidak;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14988113
rungkut;https://www.rumah123.com/properti/surabaya/hos14965774/; 1.250.000.000 ;3;2;60;103;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14965774
rungkut;https://www.rumah123.com/properti/surabaya/hos14709900/; 1.250.000.000 ;3;2;60;103;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14709900
rungkut;https://www.rumah123.com/properti/surabaya/hos14667090/; 1.250.000.000 ;3;2;60;100;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Barat;Tidak;;PAM atau PDAM;Tidak;Baru;hos14667090
rungkut;https://www.rumah123.com/properti/surabaya/hos14551447/; 1.250.000.000 ;3;2;60;103;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Barat;Tidak;;;Tidak;Bagus;hos14551447
rungkut;https://www.rumah123.com/properti/surabaya/hos14340770/; 1.250.000.000 ;3;2;60;103;SHM - Sertifikat Hak Milik;;;Ya;Unfurnished;2;Barat;Tidak;2 Mobil;;Tidak;Baru;hos14340770
sukolilo;https://www.rumah123.com/properti/surabaya/hos14943163/; 1.250.000.000 ;3;2;60;73;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Baru;hos14943163
sukolilo;https://www.rumah123.com/properti/surabaya/hos14334207/; 1.250.000.000 ;3;2;60;73;HGB - Hak Guna Bangunan;2200;;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14334207
sukolilo;https://www.rumah123.com/properti/surabaya/hos13205110/; 1.250.000.000 ;2;1;60;73;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;3 Mobil;PAM atau PDAM;Tidak;Baru;hos13205110
sukolilo;https://www.rumah123.com/properti/surabaya/hos12249323/; 1.250.000.000 ;3;2;60;73;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos12249323
sukolilo;https://www.rumah123.com/properti/surabaya/hos11913679/; 1.250.000.000 ;3;2;60;73;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos11913679
sukolilo;https://www.rumah123.com/properti/surabaya/hos11301297/; 1.250.000.000 ;3;2;60;73;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;;Tidak;3 Mobil;PAM atau PDAM;Tidak;Baru;hos11301297
sukolilo;https://www.rumah123.com/properti/surabaya/hos11244147/; 1.250.000.000 ;3;2;60;73;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Baru;hos11244147
wiyung;https://www.rumah123.com/properti/surabaya/hos13647907/; 1.250.000.000 ;3;2;60;82;HGB - Hak Guna Bangunan;;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos13647907
wonocolo;https://www.rumah123.com/properti/surabaya/hos15494887/; 1.250.000.000 ;3;2;60;85;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15494887
wonocolo;https://www.rumah123.com/properti/surabaya/hos15464571/; 1.250.000.000 ;3;2;60;85;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Utara;Ya;;PAM atau PDAM;Tidak;Bagus;hos15464571
tambaksari;https://www.rumah123.com/properti/surabaya/hos14796448/; 1.250.000.000 ;3;2;61;60;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;;;Tidak;;PAM atau PDAM;Tidak;Baru;hos14796448
tandes;https://www.rumah123.com/properti/surabaya/hos14411561/; 1.250.000.000 ;2;2;61;61;HGB - Hak Guna Bangunan;;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14411561
rungkut;https://www.rumah123.com/properti/surabaya/hos15260902/; 1.250.000.000 ;3;3;62;94;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru;hos15260902
rungkut;https://www.rumah123.com/properti/surabaya/hos14898402/; 1.250.000.000 ;3;3;62;94;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru;hos14898402
wonocolo;https://www.rumah123.com/properti/surabaya/hos14833018/; 1.250.000.000 ;3;2;62;85;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14833018
